run_id,fault_type,fault_category,severity,target_service,chaos_kind,injection_time,duration_seconds,text,label,confidence,split,pre_fault_baseline,source,dominant_log_signal,dominant_event_reason,warning_event_count,total_log_error_lines,cascade_depth
pod_kill__cartservice__0__238d84,pod_kill,pod,high,cartservice,PodChaos,2026-03-12T21:43:47.221215+00:00,30,"event_types: Killing, Scheduled, Pulled, Created, Started | log_signals: none | fault_category: pod | severity: high | metrics: none | pod_status_reason: Killing | dominant_log_signal: none",pod_kill,1.0,test,True,chaos_mesh,,Killing,0,0,0
cpu_throttling__frontend__2__48338c,cpu_throttling,resource,medium,frontend,StressChaos,2026-03-13T01:57:18.114687+00:00,120,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_throttling,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
cpu_throttling__checkoutservice__0__d825bf,cpu_throttling,resource,medium,checkoutservice,StressChaos,2026-03-13T01:58:49.277365+00:00,120,event_types: none | log_signals: http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,cpu_throttling,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
cpu_throttling__checkoutservice__1__199a66,cpu_throttling,resource,medium,checkoutservice,StressChaos,2026-03-13T02:00:19.865495+00:00,120,event_types: none | log_signals: permission_denied | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied,cpu_throttling,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
cpu_throttling__checkoutservice__2__b8d52b,cpu_throttling,resource,medium,checkoutservice,StressChaos,2026-03-13T02:01:50.343899+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",cpu_throttling,1.0,test,True,chaos_mesh,permission_denied,,0,0,0
cpu_throttling__productcatalogservice__0__91b42e,cpu_throttling,resource,medium,productcatalogservice,StressChaos,2026-03-13T02:03:20.852392+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_throttling,1.0,train,True,chaos_mesh,,,0,0,0
cpu_throttling__productcatalogservice__1__94c8fb,cpu_throttling,resource,medium,productcatalogservice,StressChaos,2026-03-13T02:04:51.399385+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_throttling,1.0,train,True,chaos_mesh,,,0,0,0
cpu_throttling__productcatalogservice__2__da5d35,cpu_throttling,resource,medium,productcatalogservice,StressChaos,2026-03-13T02:06:21.901567+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_throttling,1.0,test,True,chaos_mesh,,,0,0,0
cpu_throttling__paymentservice__0__53ace7,cpu_throttling,resource,medium,paymentservice,StressChaos,2026-03-13T02:07:52.402844+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_throttling,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
cpu_throttling__paymentservice__1__95d058,cpu_throttling,resource,medium,paymentservice,StressChaos,2026-03-13T02:09:32.549877+00:00,120,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",cpu_throttling,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
cpu_throttling__paymentservice__2__b5d9eb,cpu_throttling,resource,medium,paymentservice,StressChaos,2026-03-13T02:11:12.716717+00:00,120,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_throttling,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
cpu_spike__cartservice__0__88bbf8,cpu_spike,resource,medium,cartservice,StressChaos,2026-03-13T02:12:52.859414+00:00,30,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_spike,1.0,train,True,chaos_mesh,,,0,0,0
cpu_spike__cartservice__1__af6be5,cpu_spike,resource,medium,cartservice,StressChaos,2026-03-13T02:14:21.034666+00:00,30,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_spike,1.0,train,True,chaos_mesh,,,0,0,0
cpu_spike__cartservice__2__27a414,cpu_spike,resource,medium,cartservice,StressChaos,2026-03-13T02:15:46.213875+00:00,30,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_spike,1.0,test,True,chaos_mesh,,,0,0,0
cpu_spike__frontend__0__f6550c,cpu_spike,resource,medium,frontend,StressChaos,2026-03-13T02:17:02.075534+00:00,30,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_spike,1.0,train,True,chaos_mesh,http_5xx,,0,2,0
cpu_spike__frontend__1__bce71a,cpu_spike,resource,medium,frontend,StressChaos,2026-03-13T02:18:18.337575+00:00,30,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",cpu_spike,1.0,train,True,chaos_mesh,permission_denied,,0,1,0
cpu_spike__frontend__2__6859b3,cpu_spike,resource,medium,frontend,StressChaos,2026-03-13T02:19:34.594244+00:00,30,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_spike,1.0,test,True,chaos_mesh,http_5xx,,0,5,0
cpu_spike__checkoutservice__0__64004c,cpu_spike,resource,medium,checkoutservice,StressChaos,2026-03-13T02:20:50.845646+00:00,30,event_types: none | log_signals: http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,cpu_spike,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
cpu_spike__checkoutservice__1__18e5b9,cpu_spike,resource,medium,checkoutservice,StressChaos,2026-03-13T02:22:06.713108+00:00,30,event_types: none | log_signals: permission_denied | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied,cpu_spike,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
cpu_spike__checkoutservice__2__9fa8da,cpu_spike,resource,medium,checkoutservice,StressChaos,2026-03-13T02:23:22.565945+00:00,30,event_types: none | log_signals: permission_denied | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied,cpu_spike,1.0,test,True,chaos_mesh,permission_denied,,0,0,0
cpu_spike__productcatalogservice__0__f00d61,cpu_spike,resource,medium,productcatalogservice,StressChaos,2026-03-13T02:24:53.048190+00:00,30,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_spike,1.0,train,True,chaos_mesh,,,0,0,0
cpu_spike__productcatalogservice__1__6b9e36,cpu_spike,resource,medium,productcatalogservice,StressChaos,2026-03-13T02:26:08.940487+00:00,30,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_spike,1.0,train,True,chaos_mesh,,,0,0,0
cpu_spike__productcatalogservice__2__1c1600,cpu_spike,resource,medium,productcatalogservice,StressChaos,2026-03-13T02:27:24.791537+00:00,30,event_types: none | log_signals: none | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_spike,1.0,test,True,chaos_mesh,,,0,0,0
cpu_spike__paymentservice__0__06cd08,cpu_spike,resource,medium,paymentservice,StressChaos,2026-03-13T02:28:40.664092+00:00,30,"event_types: none | log_signals: resource_exhausted, http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_spike,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
cpu_spike__paymentservice__1__c5417d,cpu_spike,resource,medium,paymentservice,StressChaos,2026-03-13T02:29:56.510783+00:00,30,event_types: none | log_signals: http_5xx | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,cpu_spike,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
cpu_spike__paymentservice__2__f251b9,cpu_spike,resource,medium,paymentservice,StressChaos,2026-03-13T02:31:12.359752+00:00,30,event_types: none | log_signals: resource_exhausted | fault_category: resource | severity: medium | metrics: none | pod_status_reason: unknown | dominant_log_signal: resource_exhausted,cpu_spike,1.0,test,True,chaos_mesh,resource_exhausted,,0,0,0
memory_pressure__cartservice__0__8b6553,memory_pressure,resource,high,cartservice,StressChaos,2026-03-13T02:32:28.283301+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_pressure,1.0,train,True,chaos_mesh,,,0,0,0
memory_pressure__cartservice__1__9c143e,memory_pressure,resource,high,cartservice,StressChaos,2026-03-13T02:33:59.252105+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_pressure,1.0,train,True,chaos_mesh,,,0,0,0
memory_pressure__cartservice__2__952236,memory_pressure,resource,high,cartservice,StressChaos,2026-03-13T02:35:30.193438+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_pressure,1.0,test,True,chaos_mesh,,,0,0,0
memory_pressure__frontend__0__92ca78,memory_pressure,resource,high,frontend,StressChaos,2026-03-13T02:37:01.116434+00:00,120,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,train,True,chaos_mesh,http_5xx,,0,1,0
memory_pressure__frontend__1__95cf06,memory_pressure,resource,high,frontend,StressChaos,2026-03-13T02:38:32.375414+00:00,120,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,train,True,chaos_mesh,http_5xx,,0,1,0
memory_pressure__frontend__2__8d94be,memory_pressure,resource,high,frontend,StressChaos,2026-03-13T02:40:03.727261+00:00,120,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
memory_pressure__checkoutservice__0__b376c9,memory_pressure,resource,high,checkoutservice,StressChaos,2026-03-13T02:41:35.047560+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_pressure__checkoutservice__1__bb2ba9,memory_pressure,resource,high,checkoutservice,StressChaos,2026-03-13T02:43:05.938767+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",memory_pressure,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
memory_pressure__checkoutservice__2__be51d0,memory_pressure,resource,high,checkoutservice,StressChaos,2026-03-13T02:44:36.610478+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
memory_pressure__productcatalogservice__0__1daef6,memory_pressure,resource,high,productcatalogservice,StressChaos,2026-03-13T02:46:07.275652+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_pressure,1.0,train,True,chaos_mesh,,,0,0,0
memory_pressure__productcatalogservice__1__f81da7,memory_pressure,resource,high,productcatalogservice,StressChaos,2026-03-13T02:47:37.977997+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_pressure,1.0,train,True,chaos_mesh,,,0,0,0
memory_pressure__productcatalogservice__2__59cbcb,memory_pressure,resource,high,productcatalogservice,StressChaos,2026-03-13T02:49:08.685386+00:00,120,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_pressure,1.0,test,True,chaos_mesh,,,0,0,0
memory_pressure__paymentservice__0__24ab8c,memory_pressure,resource,high,paymentservice,StressChaos,2026-03-13T02:50:39.381682+00:00,120,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",memory_pressure,1.0,train,True,chaos_mesh,permission_denied,,0,0,0
memory_pressure__paymentservice__1__1fe633,memory_pressure,resource,high,paymentservice,StressChaos,2026-03-13T02:52:10.050518+00:00,120,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_pressure__paymentservice__2__08746d,memory_pressure,resource,high,paymentservice,StressChaos,2026-03-13T02:53:40.828746+00:00,120,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_pressure,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__cartservice__0__269186,memory_leak_simulation,resource,high,cartservice,StressChaos,2026-03-13T02:55:11.495412+00:00,180,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_leak_simulation,1.0,train,True,chaos_mesh,,,0,0,0
memory_leak_simulation__cartservice__1__91e228,memory_leak_simulation,resource,high,cartservice,StressChaos,2026-03-13T02:56:42.237647+00:00,180,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_leak_simulation,1.0,train,True,chaos_mesh,,,0,0,0
memory_leak_simulation__cartservice__2__e264c6,memory_leak_simulation,resource,high,cartservice,StressChaos,2026-03-13T02:58:12.924691+00:00,180,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_leak_simulation,1.0,test,True,chaos_mesh,,,0,0,0
memory_leak_simulation__frontend__0__c96563,memory_leak_simulation,resource,high,frontend,StressChaos,2026-03-13T02:59:43.592386+00:00,180,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_leak_simulation,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__frontend__1__709dc4,memory_leak_simulation,resource,high,frontend,StressChaos,2026-03-13T03:01:14.562515+00:00,180,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_leak_simulation,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__frontend__2__822e88,memory_leak_simulation,resource,high,frontend,StressChaos,2026-03-13T03:02:45.459452+00:00,180,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",memory_leak_simulation,1.0,test,True,chaos_mesh,permission_denied,,0,0,0
memory_leak_simulation__checkoutservice__0__b4c0f3,memory_leak_simulation,resource,high,checkoutservice,StressChaos,2026-03-13T03:04:16.459448+00:00,180,event_types: none | log_signals: http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,memory_leak_simulation,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__checkoutservice__1__3afe5a,memory_leak_simulation,resource,high,checkoutservice,StressChaos,2026-03-13T03:05:47.103608+00:00,180,"event_types: none | log_signals: resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_leak_simulation,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__checkoutservice__2__6a438b,memory_leak_simulation,resource,high,checkoutservice,StressChaos,2026-03-13T03:07:17.776598+00:00,180,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: resource_exhausted",memory_leak_simulation,1.0,test,True,chaos_mesh,resource_exhausted,,0,0,0
memory_leak_simulation__productcatalogservice__0__274509,memory_leak_simulation,resource,high,productcatalogservice,StressChaos,2026-03-13T03:08:48.430868+00:00,180,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_leak_simulation,1.0,train,True,chaos_mesh,,,0,0,0
memory_leak_simulation__productcatalogservice__1__8c8d94,memory_leak_simulation,resource,high,productcatalogservice,StressChaos,2026-03-13T03:10:28.562655+00:00,180,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_leak_simulation,1.0,train,True,chaos_mesh,,,0,0,0
memory_leak_simulation__productcatalogservice__2__77cd6b,memory_leak_simulation,resource,high,productcatalogservice,StressChaos,2026-03-13T03:12:03.988883+00:00,180,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_leak_simulation,1.0,test,True,chaos_mesh,,,0,0,0
memory_leak_simulation__paymentservice__0__8404b6,memory_leak_simulation,resource,high,paymentservice,StressChaos,2026-03-13T03:13:34.710967+00:00,180,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_leak_simulation,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__paymentservice__1__f23df8,memory_leak_simulation,resource,high,paymentservice,StressChaos,2026-03-13T03:15:05.437434+00:00,180,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_leak_simulation,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_leak_simulation__paymentservice__2__002dff,memory_leak_simulation,resource,high,paymentservice,StressChaos,2026-03-13T03:16:36.110084+00:00,180,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_leak_simulation,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__cartservice__0__aaa758,memory_oom_boundary,resource,critical,cartservice,StressChaos,2026-03-13T03:18:06.761248+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,train,True,chaos_mesh,,,0,0,0
memory_oom_boundary__cartservice__1__39ddf1,memory_oom_boundary,resource,critical,cartservice,StressChaos,2026-03-13T03:19:37.464923+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,train,True,chaos_mesh,,,0,0,0
memory_oom_boundary__cartservice__2__6a779d,memory_oom_boundary,resource,critical,cartservice,StressChaos,2026-03-13T03:21:08.154141+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,test,True,chaos_mesh,,,0,0,0
memory_oom_boundary__frontend__0__d1822b,memory_oom_boundary,resource,critical,frontend,StressChaos,2026-03-13T03:22:38.884018+00:00,90,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_oom_boundary,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__frontend__1__c48aec,memory_oom_boundary,resource,critical,frontend,StressChaos,2026-03-13T03:24:09.979019+00:00,90,"event_types: none | log_signals: permission_denied, resource_exhausted, http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_oom_boundary,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__frontend__2__2b2a76,memory_oom_boundary,resource,critical,frontend,StressChaos,2026-03-13T03:25:50.135152+00:00,90,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_oom_boundary,1.0,test,True,chaos_mesh,http_5xx,,0,2,0
memory_oom_boundary__checkoutservice__0__96fc3b,memory_oom_boundary,resource,critical,checkoutservice,StressChaos,2026-03-13T03:27:21.120884+00:00,90,event_types: none | log_signals: http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,memory_oom_boundary,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__checkoutservice__1__6bd155,memory_oom_boundary,resource,critical,checkoutservice,StressChaos,2026-03-13T03:28:51.762247+00:00,90,event_types: none | log_signals: http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,memory_oom_boundary,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__checkoutservice__2__3efa64,memory_oom_boundary,resource,critical,checkoutservice,StressChaos,2026-03-13T03:30:22.440528+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,test,True,chaos_mesh,,,0,0,0
memory_oom_boundary__productcatalogservice__0__d6a2fb,memory_oom_boundary,resource,critical,productcatalogservice,StressChaos,2026-03-13T03:31:53.089562+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,train,True,chaos_mesh,,,0,0,0
memory_oom_boundary__productcatalogservice__1__3b993e,memory_oom_boundary,resource,critical,productcatalogservice,StressChaos,2026-03-13T03:33:23.699125+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,train,True,chaos_mesh,,,0,0,0
memory_oom_boundary__productcatalogservice__2__d0deb2,memory_oom_boundary,resource,critical,productcatalogservice,StressChaos,2026-03-13T03:34:54.342066+00:00,90,event_types: none | log_signals: none | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,memory_oom_boundary,1.0,test,True,chaos_mesh,,,0,0,0
memory_oom_boundary__paymentservice__0__43a9f1,memory_oom_boundary,resource,critical,paymentservice,StressChaos,2026-03-13T03:36:24.909919+00:00,90,event_types: none | log_signals: http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,memory_oom_boundary,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__paymentservice__1__17ca9a,memory_oom_boundary,resource,critical,paymentservice,StressChaos,2026-03-13T03:37:55.566621+00:00,90,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_oom_boundary,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
memory_oom_boundary__paymentservice__2__37209b,memory_oom_boundary,resource,critical,paymentservice,StressChaos,2026-03-13T03:39:26.220248+00:00,90,"event_types: none | log_signals: permission_denied, http_5xx | fault_category: resource | severity: critical | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",memory_oom_boundary,1.0,test,True,chaos_mesh,http_5xx,,0,0,0
cpu_multi_worker_stress__cartservice__0__d89875,cpu_multi_worker_stress,resource,high,cartservice,StressChaos,2026-03-13T03:41:10.490977+00:00,60,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_multi_worker_stress,1.0,train,True,chaos_mesh,,,0,0,0
cpu_multi_worker_stress__cartservice__1__dbd585,cpu_multi_worker_stress,resource,high,cartservice,StressChaos,2026-03-13T03:42:46.016896+00:00,60,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_multi_worker_stress,1.0,train,True,chaos_mesh,,,0,0,0
cpu_multi_worker_stress__cartservice__2__49c598,cpu_multi_worker_stress,resource,high,cartservice,StressChaos,2026-03-13T03:44:16.660328+00:00,60,event_types: none | log_signals: none | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: none,cpu_multi_worker_stress,1.0,test,True,chaos_mesh,,,0,0,0
cpu_multi_worker_stress__frontend__0__3b027b,cpu_multi_worker_stress,resource,high,frontend,StressChaos,2026-03-13T03:45:47.298913+00:00,60,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: permission_denied",cpu_multi_worker_stress,1.0,train,True,chaos_mesh,permission_denied,,0,11,0
cpu_multi_worker_stress__frontend__1__1f0b03,cpu_multi_worker_stress,resource,high,frontend,StressChaos,2026-03-13T03:47:18.273529+00:00,60,"event_types: none | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx",cpu_multi_worker_stress,1.0,train,True,chaos_mesh,http_5xx,,0,12,0
cpu_multi_worker_stress__frontend__2__4dc27f,cpu_multi_worker_stress,resource,high,frontend,StressChaos,2026-03-13T03:48:49.228393+00:00,60,"event_types: Unhealthy | log_signals: timeout, permission_denied, resource_exhausted, http_5xx, grpc_error | fault_category: resource | severity: high | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx",cpu_multi_worker_stress,1.0,test,True,chaos_mesh,http_5xx,Unhealthy,1,11,0
cpu_multi_worker_stress__checkoutservice__0__45505f,cpu_multi_worker_stress,resource,high,checkoutservice,StressChaos,2026-03-13T03:50:20.177312+00:00,60,event_types: none | log_signals: http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: unknown | dominant_log_signal: http_5xx,cpu_multi_worker_stress,1.0,train,True,chaos_mesh,http_5xx,,0,0,0
cpu_multi_worker_stress__checkoutservice__1__28af96,cpu_multi_worker_stress,resource,high,checkoutservice,StressChaos,2026-03-13T03:51:50.850843+00:00,60,event_types: Unhealthy | log_signals: http_5xx | fault_category: resource | severity: high | metrics: none | pod_status_reason: Unhealthy | dominant_log_signal: http_5xx,cpu_multi_worker_stress,1.0,train,True,chaos_mesh,http_5xx,Unhealthy,2,0,0
